priority,id,name,region,address,already_enriched,phone_from_2gis,site_from_2gis,schedule_from_2gis,map_url,google_search,yandex_search,muftyat_search,review_notes
25,70000001024414572,"Ай-Абылай, мечеть",Алматы,"улица Каркаралы, 11",no,,,,https://2gis.kz/firm/70000001024414572?m=77.038193%2C43.439281/16,https://www.google.com/search?q=%D0%90%D0%B9-%D0%90%D0%B1%D1%8B%D0%BB%D0%B0%D0%B9%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9A%D0%B0%D1%80%D0%BA%D0%B0%D1%80%D0%B0%D0%BB%D1%8B%2C+11+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,https://yandex.kz/search/?text=%D0%90%D0%B9-%D0%90%D0%B1%D1%8B%D0%BB%D0%B0%D0%B9%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9A%D0%B0%D1%80%D0%BA%D0%B0%D1%80%D0%B0%D0%BB%D1%8B%2C+11+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,https://www.muftyat.kz/kk/search/?q=%D0%90%D0%B9-%D0%90%D0%B1%D1%8B%D0%BB%D0%B0%D0%B9%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9A%D0%B0%D1%80%D0%BA%D0%B0%D1%80%D0%B0%D0%BB%D1%8B%2C+11+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,
25,70000001046528557,"Айкен Ана мешіті, мечеть",Алматы,"Ташкентский тракт, 19/4",no,,,,https://2gis.kz/firm/70000001046528557?m=76.739541%2C43.225853/16,https://www.google.com/search?q=%D0%90%D0%B9%D0%BA%D0%B5%D0%BD+%D0%90%D0%BD%D0%B0+%D0%BC%D0%B5%D1%88%D1%96%D1%82%D1%96%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D0%A2%D0%B0%D1%88%D0%BA%D0%B5%D0%BD%D1%82%D1%81%D0%BA%D0%B8%D0%B9+%D1%82%D1%80%D0%B0%D0%BA%D1%82%2C+19%2F4+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,https://yandex.kz/search/?text=%D0%90%D0%B9%D0%BA%D0%B5%D0%BD+%D0%90%D0%BD%D0%B0+%D0%BC%D0%B5%D1%88%D1%96%D1%82%D1%96%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D0%A2%D0%B0%D1%88%D0%BA%D0%B5%D0%BD%D1%82%D1%81%D0%BA%D0%B8%D0%B9+%D1%82%D1%80%D0%B0%D0%BA%D1%82%2C+19%2F4+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,https://www.muftyat.kz/kk/search/?q=%D0%90%D0%B9%D0%BA%D0%B5%D0%BD+%D0%90%D0%BD%D0%B0+%D0%BC%D0%B5%D1%88%D1%96%D1%82%D1%96%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D0%A2%D0%B0%D1%88%D0%BA%D0%B5%D0%BD%D1%82%D1%81%D0%BA%D0%B8%D0%B9+%D1%82%D1%80%D0%B0%D0%BA%D1%82%2C+19%2F4+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,
25,70000001023413466,"Айтакын ата, мечеть",Алматы,"улица МТФ-2, 1ж",no,,,,https://2gis.kz/firm/70000001023413466?m=76.955257%2C43.430025/16,https://www.google.com/search?q=%D0%90%D0%B9%D1%82%D0%B0%D0%BA%D1%8B%D0%BD+%D0%B0%D1%82%D0%B0%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9C%D0%A2%D0%A4-2%2C+1%D0%B6+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,https://yandex.kz/search/?text=%D0%90%D0%B9%D1%82%D0%B0%D0%BA%D1%8B%D0%BD+%D0%B0%D1%82%D0%B0%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9C%D0%A2%D0%A4-2%2C+1%D0%B6+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,https://www.muftyat.kz/kk/search/?q=%D0%90%D0%B9%D1%82%D0%B0%D0%BA%D1%8B%D0%BD+%D0%B0%D1%82%D0%B0%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9C%D0%A2%D0%A4-2%2C+1%D0%B6+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,
25,70000001075799379,"Айқым ата, мечеть",Алматы,"улица Байдибек би, 17/1",no,,,,https://2gis.kz/firm/70000001075799379?m=76.313768%2C43.244559/16,https://www.google.com/search?q=%D0%90%D0%B9%D2%9B%D1%8B%D0%BC+%D0%B0%D1%82%D0%B0%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%91%D0%B0%D0%B9%D0%B4%D0%B8%D0%B1%D0%B5%D0%BA+%D0%B1%D0%B8%2C+17%2F1+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,https://yandex.kz/search/?text=%D0%90%D0%B9%D2%9B%D1%8B%D0%BC+%D0%B0%D1%82%D0%B0%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%91%D0%B0%D0%B9%D0%B4%D0%B8%D0%B1%D0%B5%D0%BA+%D0%B1%D0%B8%2C+17%2F1+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,https://www.muftyat.kz/kk/search/?q=%D0%90%D0%B9%D2%9B%D1%8B%D0%BC+%D0%B0%D1%82%D0%B0%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%91%D0%B0%D0%B9%D0%B4%D0%B8%D0%B1%D0%B5%D0%BA+%D0%B1%D0%B8%2C+17%2F1+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,
25,70000001111738336,"Акдала, мечеть",Алматы,"Новостройка улица, 1",no,,,,https://2gis.kz/firm/70000001111738336?m=77.199431%2C43.329243/16,https://www.google.com/search?q=%D0%90%D0%BA%D0%B4%D0%B0%D0%BB%D0%B0%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D0%9D%D0%BE%D0%B2%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%B9%D0%BA%D0%B0+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+1+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,https://yandex.kz/search/?text=%D0%90%D0%BA%D0%B4%D0%B0%D0%BB%D0%B0%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D0%9D%D0%BE%D0%B2%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%B9%D0%BA%D0%B0+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+1+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,https://www.muftyat.kz/kk/search/?q=%D0%90%D0%BA%D0%B4%D0%B0%D0%BB%D0%B0%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D0%9D%D0%BE%D0%B2%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%B9%D0%BA%D0%B0+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+1+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,
25,9429940000791939,"Аксай, мечеть",Алматы,"микрорайон Аксай-5, 6а",no,,,,https://2gis.kz/firm/9429940000791939?m=76.833343%2C43.229398/16,https://www.google.com/search?q=%D0%90%D0%BA%D1%81%D0%B0%D0%B9%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D0%BC%D0%B8%D0%BA%D1%80%D0%BE%D1%80%D0%B0%D0%B9%D0%BE%D0%BD+%D0%90%D0%BA%D1%81%D0%B0%D0%B9-5%2C+6%D0%B0+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,https://yandex.kz/search/?text=%D0%90%D0%BA%D1%81%D0%B0%D0%B9%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D0%BC%D0%B8%D0%BA%D1%80%D0%BE%D1%80%D0%B0%D0%B9%D0%BE%D0%BD+%D0%90%D0%BA%D1%81%D0%B0%D0%B9-5%2C+6%D0%B0+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,https://www.muftyat.kz/kk/search/?q=%D0%90%D0%BA%D1%81%D0%B0%D0%B9%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D0%BC%D0%B8%D0%BA%D1%80%D0%BE%D1%80%D0%B0%D0%B9%D0%BE%D0%BD+%D0%90%D0%BA%D1%81%D0%B0%D0%B9-5%2C+6%D0%B0+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,
25,70000001076543590,"Алаш арыстары, мечеть",Алматы,"улица Айша Биби, 22",no,,,,https://2gis.kz/firm/70000001076543590?m=77.056288%2C43.571035/16,https://www.google.com/search?q=%D0%90%D0%BB%D0%B0%D1%88+%D0%B0%D1%80%D1%8B%D1%81%D1%82%D0%B0%D1%80%D1%8B%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%B9%D1%88%D0%B0+%D0%91%D0%B8%D0%B1%D0%B8%2C+22+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,https://yandex.kz/search/?text=%D0%90%D0%BB%D0%B0%D1%88+%D0%B0%D1%80%D1%8B%D1%81%D1%82%D0%B0%D1%80%D1%8B%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%B9%D1%88%D0%B0+%D0%91%D0%B8%D0%B1%D0%B8%2C+22+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,https://www.muftyat.kz/kk/search/?q=%D0%90%D0%BB%D0%B0%D1%88+%D0%B0%D1%80%D1%8B%D1%81%D1%82%D0%B0%D1%80%D1%8B%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%B9%D1%88%D0%B0+%D0%91%D0%B8%D0%B1%D0%B8%2C+22+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,
25,70000001089497305,"Алаш, мечеть",Алматы,,no,,,,https://2gis.kz/firm/70000001089497305?m=76.523706%2C43.198332/16,https://www.google.com/search?q=%D0%90%D0%BB%D0%B0%D1%88%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,https://yandex.kz/search/?text=%D0%90%D0%BB%D0%B0%D1%88%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,https://www.muftyat.kz/kk/search/?q=%D0%90%D0%BB%D0%B0%D1%88%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,
25,70000001026778165,"Алгабас, мечеть",Алматы,"улица Акбопе, 2а",no,,,,https://2gis.kz/firm/70000001026778165?m=76.799155%2C43.256869/16,https://www.google.com/search?q=%D0%90%D0%BB%D0%B3%D0%B0%D0%B1%D0%B0%D1%81%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B1%D0%BE%D0%BF%D0%B5%2C+2%D0%B0+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,https://yandex.kz/search/?text=%D0%90%D0%BB%D0%B3%D0%B0%D0%B1%D0%B0%D1%81%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B1%D0%BE%D0%BF%D0%B5%2C+2%D0%B0+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,https://www.muftyat.kz/kk/search/?q=%D0%90%D0%BB%D0%B3%D0%B0%D0%B1%D0%B0%D1%81%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B1%D0%BE%D0%BF%D0%B5%2C+2%D0%B0+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,
25,9429940000792098,"Али-Мухаммед, мечеть",Алматы,"улица Омарова, 13Б",no,,,,https://2gis.kz/firm/9429940000792098?m=76.928097%2C43.31611/16,https://www.google.com/search?q=%D0%90%D0%BB%D0%B8-%D0%9C%D1%83%D1%85%D0%B0%D0%BC%D0%BC%D0%B5%D0%B4%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D0%BC%D0%B0%D1%80%D0%BE%D0%B2%D0%B0%2C+13%D0%91+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,https://yandex.kz/search/?text=%D0%90%D0%BB%D0%B8-%D0%9C%D1%83%D1%85%D0%B0%D0%BC%D0%BC%D0%B5%D0%B4%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D0%BC%D0%B0%D1%80%D0%BE%D0%B2%D0%B0%2C+13%D0%91+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,https://www.muftyat.kz/kk/search/?q=%D0%90%D0%BB%D0%B8-%D0%9C%D1%83%D1%85%D0%B0%D0%BC%D0%BC%D0%B5%D0%B4%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D0%BC%D0%B0%D1%80%D0%BE%D0%B2%D0%B0%2C+13%D0%91+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,
25,70000001077020928,"Алимбек-ата, мечеть",Алматы,"Кульшарашулы улица, 25а",no,,,,https://2gis.kz/firm/70000001077020928?m=79.126542%2C42.94504/16,https://www.google.com/search?q=%D0%90%D0%BB%D0%B8%D0%BC%D0%B1%D0%B5%D0%BA-%D0%B0%D1%82%D0%B0%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D0%9A%D1%83%D0%BB%D1%8C%D1%88%D0%B0%D1%80%D0%B0%D1%88%D1%83%D0%BB%D1%8B+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+25%D0%B0+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,https://yandex.kz/search/?text=%D0%90%D0%BB%D0%B8%D0%BC%D0%B1%D0%B5%D0%BA-%D0%B0%D1%82%D0%B0%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D0%9A%D1%83%D0%BB%D1%8C%D1%88%D0%B0%D1%80%D0%B0%D1%88%D1%83%D0%BB%D1%8B+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+25%D0%B0+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,https://www.muftyat.kz/kk/search/?q=%D0%90%D0%BB%D0%B8%D0%BC%D0%B1%D0%B5%D0%BA-%D0%B0%D1%82%D0%B0%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D0%9A%D1%83%D0%BB%D1%8C%D1%88%D0%B0%D1%80%D0%B0%D1%88%D1%83%D0%BB%D1%8B+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+25%D0%B0+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,
25,70000001072637117,"Алмалыбак, мечеть",Алматы,"улица Ерлепесова, 7",no,,,,https://2gis.kz/firm/70000001072637117?m=76.682107%2C43.22192/16,https://www.google.com/search?q=%D0%90%D0%BB%D0%BC%D0%B0%D0%BB%D1%8B%D0%B1%D0%B0%D0%BA%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%95%D1%80%D0%BB%D0%B5%D0%BF%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%2C+7+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,https://yandex.kz/search/?text=%D0%90%D0%BB%D0%BC%D0%B0%D0%BB%D1%8B%D0%B1%D0%B0%D0%BA%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%95%D1%80%D0%BB%D0%B5%D0%BF%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%2C+7+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,https://www.muftyat.kz/kk/search/?q=%D0%90%D0%BB%D0%BC%D0%B0%D0%BB%D1%8B%D0%B1%D0%B0%D0%BA%2C+%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C+%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%95%D1%80%D0%BB%D0%B5%D0%BF%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%2C+7+%D0%BC%D0%B5%D1%88%D1%96%D1%82+%D0%B8%D0%BC%D0%B0%D0%BC+%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD+%D1%80%D0%B5%D1%81%D0%BC%D0%B8,
